"","funding_round_investment_type","funding_round_year","funding_round_amount_usd_per_invsestor","funding_round_investor_count","investee_category_1","investee_category_2","investee_category_3","investee_category_groups_1","investee_category_groups_2","investee_category_groups_3","investee_employee_count","investee_org_founded_on","investee_org_name","investee_city_region_country","investee_urban_center_final","investee_country_code","investee_world_region","investee_world_sub_region","investor_name","investor_type","investor_class_1","investor_class_3","investor_class_2","investor_investment_count","investor_total_funding_usd","investor_category_list_1","investor_category_list_2","investor_category_list_3","investor_category_group_1","investor_category_group_2","investor_category_group_3","investor_employee_count","investor_city_region_country","investor_urban_center_final","investor_country_code","investor_world_region","investor_world_sub_region","investment_source","distance_km","investor_uuid","investee_org_uuid","funding_round_uuid"
"23","series_a",2007,2100000,3,"3D Technology","Developer Tools",NA,"Hardware","Software",NA,"unknown",NA,"Gizmoz","New York, New York, USA","New York, New York, USA","USA","Americas","Northern America","DoCoMo Capital","organization","venture_capital",NA,NA,35,NA,"Finance","Financial Services","Mobile","Financial Services","Mobile",NA,"101-250","Palo Alto, California, USA","California Bay Area, USA","USA","Americas","Northern America","outside",4124.98526574838,"4a4f6a1a-40ec-50f9-a928-8f7087e973c3","56b5f0c1-855f-2ebb-083f-16641f1db2e1","0c000adf-4d17-3ebe-bbfc-74d7e691f9e8"
"24","seed",2007,20000,2,"Audiobooks","EBooks","File Sharing","Content and Publishing","Media and Entertainment","Music and Audio","251-500",NA,"Scribd","San Francisco, California, USA","California Bay Area, USA","USA","Americas","Northern America","Y Combinator","organization","accelerator",NA,NA,5895,0,"Finance","Financial Services","Venture Capital","Financial Services","Lending and Investments",NA,"101-250","Mountain View, California, USA","California Bay Area, USA","USA","Americas","Northern America","outside",52.5691904386858,"73633ee4-ea65-2967-6c5d-9b5fec7d2d5e","21e77067-5537-408e-cad7-e5e72bb6ad86","e5b9d3d3-cdf5-b481-c42f-bb818225402c"
"25","seed",2007,20000,2,"Audiobooks","EBooks","File Sharing","Content and Publishing","Media and Entertainment","Music and Audio","251-500",NA,"Scribd","San Francisco, California, USA","California Bay Area, USA","USA","Americas","Northern America","The Kinsey Hills Group","organization","angel_group",NA,NA,7,NA,NA,NA,NA,NA,NA,NA,"unknown","Menlo Park, California, USA","California Bay Area, USA","USA","Americas","Northern America","outside",42.1969729667974,"c45f8255-d447-31a2-06a0-509cda528930","21e77067-5537-408e-cad7-e5e72bb6ad86","e5b9d3d3-cdf5-b481-c42f-bb818225402c"
"26","series_a",2007,618333.333333333,6,"Audiobooks","EBooks","File Sharing","Content and Publishing","Media and Entertainment","Music and Audio","251-500",NA,"Scribd","San Francisco, California, USA","California Bay Area, USA","USA","Americas","Northern America","Redpoint","organization","venture_capital",NA,NA,741,NA,"Finance","Financial Services","Venture Capital","Financial Services","Lending and Investments",NA,"51-100","Menlo Park, California, USA","California Bay Area, USA","USA","Americas","Northern America","outside",42.1969729667974,"d29973c3-95ec-691d-defd-6a6ba713c72a","21e77067-5537-408e-cad7-e5e72bb6ad86","7a65fabf-64bb-51b4-7e8a-bb20a33aa38f"
"27","series_a",2007,618333.333333333,6,"Audiobooks","EBooks","File Sharing","Content and Publishing","Media and Entertainment","Music and Audio","251-500",NA,"Scribd","San Francisco, California, USA","California Bay Area, USA","USA","Americas","Northern America","The Kinsey Hills Group","organization","angel_group",NA,NA,7,NA,NA,NA,NA,NA,NA,NA,"unknown","Menlo Park, California, USA","California Bay Area, USA","USA","Americas","Northern America","outside",42.1969729667974,"c45f8255-d447-31a2-06a0-509cda528930","21e77067-5537-408e-cad7-e5e72bb6ad86","7a65fabf-64bb-51b4-7e8a-bb20a33aa38f"
"28","series_a",2007,618333.333333333,6,"Audiobooks","EBooks","File Sharing","Content and Publishing","Media and Entertainment","Music and Audio","251-500",NA,"Scribd","San Francisco, California, USA","California Bay Area, USA","USA","Americas","Northern America","Marc Andreessen","person","investment_partner",NA,"angel",39,NA,"Angel Investment","Finance","Financial Services","Financial Services","Lending and Investments",NA,"501-1000","San Francisco, California, USA","California Bay Area, USA","USA","Americas","Northern America","inside",0,"3ba9203f-c79b-3166-2183-c1d690f00bcb","21e77067-5537-408e-cad7-e5e72bb6ad86","7a65fabf-64bb-51b4-7e8a-bb20a33aa38f"
"29","series_a",2007,618333.333333333,6,"Audiobooks","EBooks","File Sharing","Content and Publishing","Media and Entertainment","Music and Audio","251-500",NA,"Scribd","San Francisco, California, USA","California Bay Area, USA","USA","Americas","Northern America","David O. Sacks","person","investment_partner",NA,"angel",47,NA,"Business Development","Finance","Financial Services","Financial Services","Lending and Investments","Professional Services","11-50","San Francisco, California, USA","California Bay Area, USA","USA","Americas","Northern America","inside",0,"b0e4e511-a1f1-162d-005a-006a94ee35f6","21e77067-5537-408e-cad7-e5e72bb6ad86","7a65fabf-64bb-51b4-7e8a-bb20a33aa38f"
"30","series_a",2007,618333.333333333,6,"Audiobooks","EBooks","File Sharing","Content and Publishing","Media and Entertainment","Music and Audio","251-500",NA,"Scribd","San Francisco, California, USA","California Bay Area, USA","USA","Americas","Northern America","Jeff Jordan","person","investment_partner",NA,"angel",6,NA,"Angel Investment","Finance","Financial Services","Financial Services","Lending and Investments",NA,"501-1000","San Francisco, California, USA","California Bay Area, USA","USA","Americas","Northern America","inside",0,"95ac95e1-4903-da56-893b-c59f148ded0d","21e77067-5537-408e-cad7-e5e72bb6ad86","7a65fabf-64bb-51b4-7e8a-bb20a33aa38f"
"31","series_a",2007,618333.333333333,6,"Audiobooks","EBooks","File Sharing","Content and Publishing","Media and Entertainment","Music and Audio","251-500",NA,"Scribd","San Francisco, California, USA","California Bay Area, USA","USA","Americas","Northern America","Craig Sherman","person","investment_partner",NA,"angel",8,NA,"Finance","Financial Services","Venture Capital","Financial Services","Lending and Investments",NA,"11-50","Palo Alto, California, USA","California Bay Area, USA","USA","Americas","Northern America","outside",43.7503748209321,"80a9cc99-38c5-4117-0353-0db26028d476","21e77067-5537-408e-cad7-e5e72bb6ad86","7a65fabf-64bb-51b4-7e8a-bb20a33aa38f"
"32","series_b",2007,1e+07,4,"Internet","Mobile","Music","Internet Services","Media and Entertainment","Mobile","101-250",NA,"Slacker","San Diego, California, USA","San Diego (Tijuana), USA","USA","Americas","Northern America","Sevin Rosen Funds","organization","venture_capital",NA,NA,216,NA,"Enterprise Software","Market Research","Semiconductor","Data and Analytics","Design","Hardware","11-50","Dallas, Texas, USA","Dallas, USA","USA","Americas","Northern America","outside",1903.85560733683,"313f8a67-ec94-ea8b-96a7-d88a75f9e636","ea091a8c-40e0-0607-e05a-86e734f94ade","18c9eabc-61c8-fae3-d411-89ac65972882"
"33","series_b",2007,1e+07,4,"Internet","Mobile","Music","Internet Services","Media and Entertainment","Mobile","101-250",NA,"Slacker","San Diego, California, USA","San Diego (Tijuana), USA","USA","Americas","Northern America","Mission Ventures","organization","venture_capital",NA,NA,104,NA,"Emerging Markets","Finance","FinTech","Financial Services","Lending and Investments","Other","11-50","San Diego, California, USA","San Diego (Tijuana), USA","USA","Americas","Northern America","inside",0,"c6fff75f-74e6-5e98-494a-037c4202baf8","ea091a8c-40e0-0607-e05a-86e734f94ade","18c9eabc-61c8-fae3-d411-89ac65972882"
"34","series_b",2007,1e+07,4,"Internet","Mobile","Music","Internet Services","Media and Entertainment","Mobile","101-250",NA,"Slacker","San Diego, California, USA","San Diego (Tijuana), USA","USA","Americas","Northern America","Centennial Ventures","organization","venture_capital",NA,NA,55,NA,"Finance","Financial Services","Venture Capital","Financial Services","Lending and Investments",NA,"1-10","Denver, Colorado, USA","Denver, Colorado, USA","USA","Americas","Northern America","outside",1342.1494928745,"a6c7c343-c004-6a4d-6c67-d856cc0ec2c2","ea091a8c-40e0-0607-e05a-86e734f94ade","18c9eabc-61c8-fae3-d411-89ac65972882"
"35","series_b",2007,1e+07,4,"Internet","Mobile","Music","Internet Services","Media and Entertainment","Mobile","101-250",NA,"Slacker","San Diego, California, USA","San Diego (Tijuana), USA","USA","Americas","Northern America","Rho Capital Partners","organization","private_equity_firm",NA,"venture_capital",112,NA,"Finance","Financial Services","Venture Capital","Financial Services","Lending and Investments",NA,"1-10","New York, New York, USA","New York, New York, USA","USA","Americas","Northern America","outside",3911.5961948913,"1dd75c3c-5689-e307-dbc0-fd02ddf309f1","ea091a8c-40e0-0607-e05a-86e734f94ade","18c9eabc-61c8-fae3-d411-89ac65972882"
"36","series_a",2007,4500000,3,"Internet","Mobile","Music","Internet Services","Media and Entertainment","Mobile","101-250",NA,"Slacker","San Diego, California, USA","San Diego (Tijuana), USA","USA","Americas","Northern America","Mission Ventures","organization","venture_capital",NA,NA,104,NA,"Emerging Markets","Finance","FinTech","Financial Services","Lending and Investments","Other","11-50","San Diego, California, USA","San Diego (Tijuana), USA","USA","Americas","Northern America","inside",0,"c6fff75f-74e6-5e98-494a-037c4202baf8","ea091a8c-40e0-0607-e05a-86e734f94ade","1ba57957-fdbd-1b57-9333-8060fa80069d"
"37","series_a",2007,4500000,3,"Internet","Mobile","Music","Internet Services","Media and Entertainment","Mobile","101-250",NA,"Slacker","San Diego, California, USA","San Diego (Tijuana), USA","USA","Americas","Northern America","Sevin Rosen Funds","organization","venture_capital",NA,NA,216,NA,"Enterprise Software","Market Research","Semiconductor","Data and Analytics","Design","Hardware","11-50","Dallas, Texas, USA","Dallas, USA","USA","Americas","Northern America","outside",1903.85560733683,"313f8a67-ec94-ea8b-96a7-d88a75f9e636","ea091a8c-40e0-0607-e05a-86e734f94ade","1ba57957-fdbd-1b57-9333-8060fa80069d"
"38","series_a",2007,4500000,3,"Internet","Mobile","Music","Internet Services","Media and Entertainment","Mobile","101-250",NA,"Slacker","San Diego, California, USA","San Diego (Tijuana), USA","USA","Americas","Northern America","Austin Ventures","organization","venture_capital",NA,NA,390,NA,"Angel Investment","Financial Services","Venture Capital","Financial Services","Lending and Investments",NA,"11-50","Austin, Texas, USA","Austin, USA","USA","Americas","Northern America","outside",1860.59409286292,"960eb982-a434-7554-0ca4-ac71108fd7c1","ea091a8c-40e0-0607-e05a-86e734f94ade","1ba57957-fdbd-1b57-9333-8060fa80069d"
"39","series_b",2007,2850000,2,"Internet","Music","Music Streaming","Internet Services","Media and Entertainment","Music and Audio","1-10",NA,"Lala","Palo Alto, California, USA","California Bay Area, USA","USA","Americas","Northern America","Bain Capital Ventures","organization","private_equity_firm",NA,"venture_capital",616,NA,"Finance","Financial Services","Venture Capital","Financial Services","Lending and Investments",NA,"51-100","San Francisco, California, USA","California Bay Area, USA","USA","Americas","Northern America","outside",43.7503748209321,"17766aa6-2da1-c1eb-d14d-2277ae1f34c7","59fada33-1595-de45-b362-062a04cf51cf","c0e0270c-3a54-430b-d4f4-f991471dc2d8"
"40","series_b",2007,2850000,2,"Internet","Music","Music Streaming","Internet Services","Media and Entertainment","Music and Audio","1-10",NA,"Lala","Palo Alto, California, USA","California Bay Area, USA","USA","Americas","Northern America","Ignition Partners","organization","venture_capital",NA,NA,313,NA,"Cloud Computing","Cyber Security","Enterprise Software","Information Technology","Internet Services","Privacy and Security","11-50","Los Altos, California, USA","California Bay Area, USA","USA","Americas","Northern America","outside",8.21115818360434,"abe91173-e426-01ec-361c-651504d28f48","59fada33-1595-de45-b362-062a04cf51cf","c0e0270c-3a54-430b-d4f4-f991471dc2d8"
"41","series_a",2007,1500000,1,"Location Based Services","Mobile","Real Time","Data and Analytics","Internet Services","Media and Entertainment","11-50",NA,"MeetMoi","New York, New York, USA","New York, New York, USA","USA","Americas","Northern America","Acadia Woods Partners","organization","venture_capital",NA,NA,60,NA,"Biotechnology","Financial Services","Venture Capital","Biotechnology","Financial Services","Lending and Investments","1-10","New York, New York, USA","New York, New York, USA","USA","Americas","Northern America","inside",0,"cd888a28-5339-b9f0-3aec-9a98c82fd447","b528bd22-cce5-c60c-c79a-b4d995f66993","35fa83eb-4d9b-7537-f414-1dbdb5a3aa78"
"42","series_a",2007,9e+06,5,"Internet","TV","Video","Internet Services","Media and Entertainment","Video","501-1000",NA,"Joost","New York, New York, USA","New York, New York, USA","USA","Americas","Northern America","Index Ventures","organization","venture_capital",NA,NA,1103,NA,"Angel Investment","Cyber Security","Finance","Financial Services","Information Technology","Lending and Investments","101-250","San Francisco, California, USA","California Bay Area, USA","USA","Americas","Northern America","outside",4133.59610583857,"60b5dade-24ed-84b0-99e2-1ecda554a1ab","90e234e5-c045-f851-e6aa-291af5d270fe","3fab79c8-5a28-7109-5a48-12c3ba86c325"
"43","series_a",2007,9e+06,5,"Internet","TV","Video","Internet Services","Media and Entertainment","Video","501-1000",NA,"Joost","New York, New York, USA","New York, New York, USA","USA","Americas","Northern America","Li Ka-shing","person","investment_partner",NA,"angel",15,NA,"Energy","Infrastructure","Telecommunications","Energy","Hardware","Other","unknown","Hong Kong, Hong Kong Island, HKG","Hong Kong, CHN","HKG","Asia","Eastern Asia","outside",12974.4203820849,"a578dcf9-859e-c8b5-2182-e3aa3c383b13","90e234e5-c045-f851-e6aa-291af5d270fe","3fab79c8-5a28-7109-5a48-12c3ba86c325"
"44","series_a",2007,9e+06,5,"Internet","TV","Video","Internet Services","Media and Entertainment","Video","501-1000",NA,"Joost","New York, New York, USA","New York, New York, USA","USA","Americas","Northern America","Sequoia Capital","organization","venture_capital",NA,NA,1839,NA,"Business Development","Finance","Financial Services","Financial Services","Lending and Investments","Professional Services","101-250","Menlo Park, California, USA","California Bay Area, USA","USA","Americas","Northern America","outside",4126.19113521597,"0c867fde-2b9a-df10-fdb9-66b74f355f91","90e234e5-c045-f851-e6aa-291af5d270fe","3fab79c8-5a28-7109-5a48-12c3ba86c325"
"45","series_a",2007,9e+06,5,"Internet","TV","Video","Internet Services","Media and Entertainment","Video","501-1000",NA,"Joost","New York, New York, USA","New York, New York, USA","USA","Americas","Northern America","CBS Corporation","organization",NA,NA,NA,7,NA,"Amusement Park and Arcade","Animation","Broadcasting","Advertising","Content and Publishing","Media and Entertainment","10000+","New York, New York, USA","New York, New York, USA","USA","Americas","Northern America","inside",0,"cd19ea0d-745c-e3b6-d819-30b91caf8ebb","90e234e5-c045-f851-e6aa-291af5d270fe","3fab79c8-5a28-7109-5a48-12c3ba86c325"
"46","series_a",2007,9e+06,5,"Internet","TV","Video","Internet Services","Media and Entertainment","Video","501-1000",NA,"Joost","New York, New York, USA","New York, New York, USA","USA","Americas","Northern America","VIACOM PARAMOUNT on contract at CBS PARAMOUNT+","organization",NA,NA,NA,10,NA,"Broadcasting","Media and Entertainment","Music","Media and Entertainment","Music and Audio","Video","251-500","New York, New York, USA","New York, New York, USA","USA","Americas","Northern America","inside",0,"4522b60d-0b04-827e-2b6c-6eaf236cf636","90e234e5-c045-f851-e6aa-291af5d270fe","3fab79c8-5a28-7109-5a48-12c3ba86c325"
"47","series_a",2007,13200000,1,"Content","Mobile","Video","Media and Entertainment","Mobile","Software","101-250",NA,"Babelgum","Dublin, Dublin, IRL","Dublin, IRL","IRL","Europe","Northern Europe","Silvio Scaglia","person","angel",NA,NA,1,NA,"Content","Mobile","Video","Media and Entertainment","Mobile","Software","101-250","London, England, GBR","London, GBR","GBR","Europe","Northern Europe","outside",463.348821860723,"2369a478-3dc1-0b2c-a02a-41badf63d21b","6ec85818-e24d-4789-660e-9cda11bb86fa","77fa462f-42a6-d077-b315-a67ceb8dad9a"
"48","series_a",2002,1266666.66666667,3,"Contact Management","Digital Entertainment","TV","Information Technology","Media and Entertainment","Software","101-250",NA,"Plaxo","Sunnyvale, California, USA","California Bay Area, USA","USA","Americas","Northern America","Sequoia Capital","organization","venture_capital",NA,NA,1839,NA,"Business Development","Finance","Financial Services","Financial Services","Lending and Investments","Professional Services","101-250","Menlo Park, California, USA","California Bay Area, USA","USA","Americas","Northern America","outside",15.5726874843068,"0c867fde-2b9a-df10-fdb9-66b74f355f91","91f5ca18-e026-9482-8e4f-22593943e0f5","8ab0ed8f-2ca6-586d-e6f4-14b8ecec5742"
"49","series_a",2002,1266666.66666667,3,"Contact Management","Digital Entertainment","TV","Information Technology","Media and Entertainment","Software","101-250",NA,"Plaxo","Sunnyvale, California, USA","California Bay Area, USA","USA","Americas","Northern America","SVA","organization","venture_capital",NA,NA,1396,0,"Finance","Financial Services","Venture Capital","Financial Services","Lending and Investments",NA,"1-10","San Francisco, California, USA","California Bay Area, USA","USA","Americas","Northern America","outside",56.8353750819757,"902deab4-ec41-68ce-d9df-c0c959578176","91f5ca18-e026-9482-8e4f-22593943e0f5","8ab0ed8f-2ca6-586d-e6f4-14b8ecec5742"
"50","series_a",2002,1266666.66666667,3,"Contact Management","Digital Entertainment","TV","Information Technology","Media and Entertainment","Software","101-250",NA,"Plaxo","Sunnyvale, California, USA","California Bay Area, USA","USA","Americas","Northern America","Mike P. Lewis","person","angel",NA,NA,4,NA,"Automotive","Transportation",NA,"Transportation",NA,NA,"1-10","San Francisco, California, USA","California Bay Area, USA","USA","Americas","Northern America","outside",56.8353750819757,"b2bd6ee0-0bd7-736f-1d29-605d281c8f94","91f5ca18-e026-9482-8e4f-22593943e0f5","8ab0ed8f-2ca6-586d-e6f4-14b8ecec5742"
"51","series_c",2006,5260000,2,"Advertising","Advertising Platforms","Marketing","Advertising","Content and Publishing","Media and Entertainment","11-50",NA,"Technorati","San Francisco, California, USA","California Bay Area, USA","USA","Americas","Northern America","August Capital","organization","venture_capital",NA,NA,291,NA,"Financial Services","Impact Investing","Venture Capital","Financial Services","Lending and Investments",NA,"11-50","Menlo Park, California, USA","California Bay Area, USA","USA","Americas","Northern America","outside",42.1969729667974,"3a6c9503-0cc8-0809-7925-65e590f9010c","f43648f4-f341-401b-3b0e-0219683e9ada","f90a9ae9-9946-3afd-49f9-3df8b31b5d7d"
"52","series_c",2006,5260000,2,"Advertising","Advertising Platforms","Marketing","Advertising","Content and Publishing","Media and Entertainment","11-50",NA,"Technorati","San Francisco, California, USA","California Bay Area, USA","USA","Americas","Northern America","Mobius Venture Capital","organization","venture_capital",NA,NA,149,NA,"Financial Services","FinTech","Venture Capital","Financial Services","Lending and Investments",NA,"11-50","Boulder, Colorado, USA","Boulder, USA","USA","Americas","Northern America","outside",1504.03632660571,"c92eba74-4a90-0fd9-9e5e-4144f978ffc2","f43648f4-f341-401b-3b0e-0219683e9ada","f90a9ae9-9946-3afd-49f9-3df8b31b5d7d"
"53","series_a",2006,1250000,2,"Big Data","File Sharing","Internet","Data and Analytics","Internet Services","Media and Entertainment","101-250",NA,"AddThis","Vienna, Virginia, USA","Washington D.C., USA","USA","Americas","Northern America","Novak Biddle Venture Partners","organization","venture_capital",NA,NA,117,NA,"Finance","Financial Services","Venture Capital","Financial Services","Lending and Investments",NA,"1-10","Bethesda, Maryland, USA","Washington D.C., USA","USA","Americas","Northern America","outside",17.4650539048016,"10f60270-a903-4786-68d8-5b3dff93b73c","fc89cfde-a28e-e12c-443c-edccb6c93fd4","333469a0-2b9e-e070-b4a7-7cb2c1548db9"
"54","series_a",2006,1250000,2,"Big Data","File Sharing","Internet","Data and Analytics","Internet Services","Media and Entertainment","101-250",NA,"AddThis","Vienna, Virginia, USA","Washington D.C., USA","USA","Americas","Northern America","ZG Ventures","organization","venture_capital",NA,NA,11,NA,"Angel Investment","Information Technology","Venture Capital","Financial Services","Information Technology","Lending and Investments","1-10","Washington, District of Columbia, USA","Washington D.C., USA","USA","Americas","Northern America","outside",19.8203997915597,"a0a1490e-9ad3-6f89-ab4a-92fe8fd24022","fc89cfde-a28e-e12c-443c-edccb6c93fd4","333469a0-2b9e-e070-b4a7-7cb2c1548db9"
"55","series_b",2007,1100000,5,"Big Data","File Sharing","Internet","Data and Analytics","Internet Services","Media and Entertainment","101-250",NA,"AddThis","Vienna, Virginia, USA","Washington D.C., USA","USA","Americas","Northern America","Novak Biddle Venture Partners","organization","venture_capital",NA,NA,117,NA,"Finance","Financial Services","Venture Capital","Financial Services","Lending and Investments",NA,"1-10","Bethesda, Maryland, USA","Washington D.C., USA","USA","Americas","Northern America","outside",17.4650539048016,"10f60270-a903-4786-68d8-5b3dff93b73c","fc89cfde-a28e-e12c-443c-edccb6c93fd4","e95ec499-4dc4-cf0a-5afb-dc8b1dfc65f5"
"56","series_b",2007,1100000,5,"Big Data","File Sharing","Internet","Data and Analytics","Internet Services","Media and Entertainment","101-250",NA,"AddThis","Vienna, Virginia, USA","Washington D.C., USA","USA","Americas","Northern America","ZG Ventures","organization","venture_capital",NA,NA,11,NA,"Angel Investment","Information Technology","Venture Capital","Financial Services","Information Technology","Lending and Investments","1-10","Washington, District of Columbia, USA","Washington D.C., USA","USA","Americas","Northern America","outside",19.8203997915597,"a0a1490e-9ad3-6f89-ab4a-92fe8fd24022","fc89cfde-a28e-e12c-443c-edccb6c93fd4","e95ec499-4dc4-cf0a-5afb-dc8b1dfc65f5"
"57","series_b",2007,1100000,5,"Big Data","File Sharing","Internet","Data and Analytics","Internet Services","Media and Entertainment","101-250",NA,"AddThis","Vienna, Virginia, USA","Washington D.C., USA","USA","Americas","Northern America","Mark Jung","person","investment_partner",NA,"angel",4,NA,"Elder Care","Health Care","Home Health Care","Health Care",NA,NA,"11-50","Atherton, California, USA","California Bay Area, USA","USA","Americas","Northern America","outside",3895.80395926648,"7d4e7721-d95d-2e9a-0686-d58e2e5850ab","fc89cfde-a28e-e12c-443c-edccb6c93fd4","e95ec499-4dc4-cf0a-5afb-dc8b1dfc65f5"
"58","series_b",2007,1100000,5,"Big Data","File Sharing","Internet","Data and Analytics","Internet Services","Media and Entertainment","101-250",NA,"AddThis","Vienna, Virginia, USA","Washington D.C., USA","USA","Americas","Northern America","Ted Leonsis","person","investment_partner",NA,"angel",30,NA,"Business Development","Finance","Financial Services","Financial Services","Lending and Investments","Professional Services","11-50","Washington, District of Columbia, USA","Washington D.C., USA","USA","Americas","Northern America","outside",19.8203997915597,"c65268db-4a59-f133-7076-06943c7a9721","fc89cfde-a28e-e12c-443c-edccb6c93fd4","e95ec499-4dc4-cf0a-5afb-dc8b1dfc65f5"
"59","series_b",2007,1100000,5,"Big Data","File Sharing","Internet","Data and Analytics","Internet Services","Media and Entertainment","101-250",NA,"AddThis","Vienna, Virginia, USA","Washington D.C., USA","USA","Americas","Northern America","Revolution","organization","venture_capital",NA,NA,261,NA,"Business Development","Finance","Financial Services","Financial Services","Lending and Investments","Professional Services","11-50","Washington, District of Columbia, USA","Washington D.C., USA","USA","Americas","Northern America","outside",19.8203997915597,"669ce484-85e7-1537-e2e0-14e4b2bab22c","fc89cfde-a28e-e12c-443c-edccb6c93fd4","e95ec499-4dc4-cf0a-5afb-dc8b1dfc65f5"
"60","series_b",2003,2833333.33333333,3,"Contact Management","Digital Entertainment","TV","Information Technology","Media and Entertainment","Software","101-250",NA,"Plaxo","Sunnyvale, California, USA","California Bay Area, USA","USA","Americas","Northern America","Sequoia Capital","organization","venture_capital",NA,NA,1839,NA,"Business Development","Finance","Financial Services","Financial Services","Lending and Investments","Professional Services","101-250","Menlo Park, California, USA","California Bay Area, USA","USA","Americas","Northern America","outside",15.5726874843068,"0c867fde-2b9a-df10-fdb9-66b74f355f91","91f5ca18-e026-9482-8e4f-22593943e0f5","41cca91a-272a-744b-55e0-7a11eba512ed"
"61","series_b",2003,2833333.33333333,3,"Contact Management","Digital Entertainment","TV","Information Technology","Media and Entertainment","Software","101-250",NA,"Plaxo","Sunnyvale, California, USA","California Bay Area, USA","USA","Americas","Northern America","Harbinger Ventures","organization","micro_vc",NA,NA,35,NA,"Finance","Financial Services","Venture Capital","Financial Services","Lending and Investments",NA,"1-10","Cupertino, California, USA","California Bay Area, USA","USA","Americas","Northern America","outside",5.1262541830844,"42c14d04-6335-a37a-4b34-1cf2ebd099d6","91f5ca18-e026-9482-8e4f-22593943e0f5","41cca91a-272a-744b-55e0-7a11eba512ed"
"62","series_b",2003,2833333.33333333,3,"Contact Management","Digital Entertainment","TV","Information Technology","Media and Entertainment","Software","101-250",NA,"Plaxo","Sunnyvale, California, USA","California Bay Area, USA","USA","Americas","Northern America","Globespan Capital Partners","organization","venture_capital",NA,NA,197,NA,"Financial Services","Mobile","SaaS","Financial Services","Mobile","Software","11-50","Boston, Massachusetts, USA","Boston, Massachusetts, USA","USA","Americas","Northern America","outside",4325.61225145283,"63e52b66-b298-edd1-6055-c7e712933c6e","91f5ca18-e026-9482-8e4f-22593943e0f5","41cca91a-272a-744b-55e0-7a11eba512ed"
"63","series_c",2004,1750000,4,"Contact Management","Digital Entertainment","TV","Information Technology","Media and Entertainment","Software","101-250",NA,"Plaxo","Sunnyvale, California, USA","California Bay Area, USA","USA","Americas","Northern America","Cisco","organization","corporate_venture_capital",NA,NA,217,NA,"Communications Infrastructure","Enterprise Software","Hardware","Hardware","Software",NA,"10000+","San Jose, California, USA","California Bay Area, USA","USA","Americas","Northern America","outside",13.400835910341,"e0906c05-fae5-9591-ba5f-2142d8b0065a","91f5ca18-e026-9482-8e4f-22593943e0f5","6ec8aec5-1eef-3b89-601a-8ec56554a207"
"64","series_c",2004,1750000,4,"Contact Management","Digital Entertainment","TV","Information Technology","Media and Entertainment","Software","101-250",NA,"Plaxo","Sunnyvale, California, USA","California Bay Area, USA","USA","Americas","Northern America","Sequoia Capital","organization","venture_capital",NA,NA,1839,NA,"Business Development","Finance","Financial Services","Financial Services","Lending and Investments","Professional Services","101-250","Menlo Park, California, USA","California Bay Area, USA","USA","Americas","Northern America","outside",15.5726874843068,"0c867fde-2b9a-df10-fdb9-66b74f355f91","91f5ca18-e026-9482-8e4f-22593943e0f5","6ec8aec5-1eef-3b89-601a-8ec56554a207"
"65","series_c",2004,1750000,4,"Contact Management","Digital Entertainment","TV","Information Technology","Media and Entertainment","Software","101-250",NA,"Plaxo","Sunnyvale, California, USA","California Bay Area, USA","USA","Americas","Northern America","Yahoo","organization",NA,NA,NA,24,6800000,"Email","Internet","Online Portals","Information Technology","Internet Services","Media and Entertainment","10000+","Sunnyvale, California, USA","California Bay Area, USA","USA","Americas","Northern America","inside",0,"71d51015-1800-ed61-8bc3-8dca49caec15","91f5ca18-e026-9482-8e4f-22593943e0f5","6ec8aec5-1eef-3b89-601a-8ec56554a207"
"66","series_c",2004,1750000,4,"Contact Management","Digital Entertainment","TV","Information Technology","Media and Entertainment","Software","101-250",NA,"Plaxo","Sunnyvale, California, USA","California Bay Area, USA","USA","Americas","Northern America","Globespan Capital Partners","organization","venture_capital",NA,NA,197,NA,"Financial Services","Mobile","SaaS","Financial Services","Mobile","Software","11-50","Boston, Massachusetts, USA","Boston, Massachusetts, USA","USA","Americas","Northern America","outside",4325.61225145283,"63e52b66-b298-edd1-6055-c7e712933c6e","91f5ca18-e026-9482-8e4f-22593943e0f5","6ec8aec5-1eef-3b89-601a-8ec56554a207"
"67","series_d",2007,9e+06,1,"Contact Management","Digital Entertainment","TV","Information Technology","Media and Entertainment","Software","101-250",NA,"Plaxo","Sunnyvale, California, USA","California Bay Area, USA","USA","Americas","Northern America","DAG Ventures","organization","venture_capital",NA,NA,260,NA,"Finance","Venture Capital",NA,"Financial Services","Lending and Investments",NA,"11-50","Palo Alto, California, USA","California Bay Area, USA","USA","Americas","Northern America","outside",13.7801014602388,"65ee9a90-bb84-32ca-bb0c-59020fae9a20","91f5ca18-e026-9482-8e4f-22593943e0f5","b150acb2-6bde-3569-f048-bbcd6f1ae5f9"
